"","season","player_id","player","player_first_name","player_last_name","position","snaps","first_season_in_league","year_in_league","season_count","franchise_id","team","waa"
"431",2021,61593,"Justin Weller","Justin","Weller","WR",9,2017,5,4,266,"Penn State Nittany Lions",-0.003
"432",2021,61594,"Cameron Sullivan-Brown","Cameron","Sullivan-Brown","WR",190,2017,5,4,266,"Penn State Nittany Lions",-0.073
"433",2021,38411,"Melquise Stovall","Melquise","Stovall","WR",173,2016,6,5,268,"Pittsburgh Panthers",-0.038
"434",2021,77960,"Shocky Jacques-Louis","Shocky","Jacques-Louis","WR",511,2018,4,3,268,"Pittsburgh Panthers",-0.177
"435",2021,72158,"Jake Bailey","Jake","Bailey","WR",505,2019,3,2,275,"Rice Owls",0.104
"436",2021,75967,"August Pitre III","August","Pitre III","WR",413,2018,4,3,275,"Rice Owls",-0.017
"437",2021,84332,"Cedric Patterson III","Cedric","Patterson III","WR",686,2018,4,3,275,"Rice Owls",-0.093
"438",2021,101634,"Luke McCaffrey","Luke","McCaffrey","QB",230,2019,3,2,275,"Rice Owls",-0.223
"439",2021,61646,"OrTre' Smith","OrTre'","Smith","WR",51,2017,5,4,289,"South Carolina Gamecocks",-0.006
"440",2021,61509,"Austyn Chestnut","Austyn","Chestnut","WR",11,2017,5,4,108,"Appalachian State Mountaineers",-0.006
"441",2021,41928,"Andrew Parchment","Andrew","Parchment","WR",378,2016,6,5,167,"Florida State Seminoles",-0.032
"442",2021,124104,"Koy Moore","Koy","Moore","WR",92,2020,2,1,211,"LSU Tigers",0.001
"443",2021,84342,"Braeden Heald","Braeden","Heald","WR",5,2018,4,3,256,"Northwestern Wildcats",-0.003
"444",2021,146930,"Andison Coby","Andison","Coby","WR",42,2021,1,0,307,"Tennessee Volunteers",-0.006
"445",2021,61271,"Matt Landers","Matt","Landers","WR",211,2017,5,4,316,"Toledo Rockets",0.128
"446",2021,91115,"Isaiah Winstead","Isaiah","Winstead","WR",590,2018,3,2,316,"Toledo Rockets",-0.03
"447",2021,98733,"Ezra Naylor II","Ezra","Naylor II","WR",654,2019,3,2,320,"Tulsa Golden Hurricane",-0.037
"448",2021,98848,"Kenney Solomon","Kenney","Solomon","CB",11,2019,3,2,320,"Tulsa Golden Hurricane",0.003
"449",2021,100886,"RaJae' Johnson","RaJae'","Johnson","WR",498,2019,3,2,321,"UAB Blazers",-0.052
"450",2021,101706,"T.J. Jones","T.J.","Jones","WR",107,2019,3,2,321,"UAB Blazers",0.007
"451",2021,40666,"Brandon Johnson","Brandon","Johnson","WR",761,2016,6,5,323,"UCF Knights",-0.018
"452",2021,78085,"Jaylon Robinson","Jaylon","Robinson","WR",273,2018,4,3,323,"UCF Knights",0.038
"453",2021,122902,"Jordan Johnson","Jordan","Johnson","WR",33,2020,2,1,323,"UCF Knights",-0.013
"454",2021,144464,"Titus Mokiao-Atimalala","Titus","Mokiao-Atimalala","WR",178,2021,1,0,323,"UCF Knights",-0.014
"455",2021,84465,"Chase Cota","Chase","Cota","WR",538,2018,4,3,324,"UCLA Bruins",-0.14
"456",2021,99206,"Kam Brown","Kam","Brown","WR",549,2019,3,2,324,"UCLA Bruins",-0.102
"457",2021,146387,"Keontez Lewis","Keontez","Lewis","WR",207,2021,1,0,324,"UCLA Bruins",-0.055
"458",2021,64162,"Tre Caine","Tre","Caine","S",65,2017,5,4,325,"UNLV Rebels",-0.01
"459",2021,101350,"Steve Jenkins","Steve","Jenkins","WR",609,2019,3,2,325,"UNLV Rebels",0.056
"460",2021,101351,"Marcus Phillips Jr.","Marcus","Phillips Jr.","WR",316,2019,3,2,325,"UNLV Rebels",-0.128
"461",2021,61216,"K.D. Nixon","K.D.","Nixon","WR",87,2017,5,4,326,"USC Trojans",-0.04
"462",2021,77951,"Malcolm Epps","Malcolm","Epps","TE",268,2018,4,3,326,"USC Trojans",0.001
"463",2021,97288,"Tahj Washington","Tahj","Washington","WR",717,2019,3,2,326,"USC Trojans",0.049
"464",2021,146413,"Joseph Manjack IV","Joseph","Manjack IV","WR",144,2021,1,0,326,"USC Trojans",0.002
"465",2021,84138,"Matthew Hill","Matthew","Hill","CB",579,2018,4,3,327,"USF Bulls",-0.221
"466",2021,84300,"Demarcus Gregory","Demarcus","Gregory","WR",405,2018,4,3,327,"USF Bulls",-0.027
"467",2021,99564,"Yusuf Terry","Yusuf","Terry","WR",199,2019,3,2,327,"USF Bulls",-0.007
"468",2021,101125,"Bryce Miller","Bryce","Miller","WR",207,2019,3,2,327,"USF Bulls",-0.001
"469",2021,39914,"Theo Howard","Theo","Howard","WR",346,2016,6,5,328,"Utah Utes",-0.006
"470",2021,100635,"Kyrese Rowan","Kyrese","Rowan","WR",1,2019,3,2,328,"Utah Utes",-0.003
"471",2021,84247,"Akeem Hayes","Akeem","Hayes","WR",39,2018,4,3,113,"Arkansas State Red Wolves",-0.005
"472",2021,100894,"Jacob Cowing","Jacob","Cowing","WR",686,2019,3,2,330,"UTEP Miners",0.446
"473",2021,61291,"Tre'von Bradley","Tre'von","Bradley","WR",186,2017,5,4,331,"UTSA Roadrunners",-0.07
"474",2021,84497,"Cam Johnson","Cam","Johnson","WR",524,2018,4,3,333,"Vanderbilt Commodores",-0.134
"475",2021,84499,"Amir Abdur-Rahman","Amir","Abdur-Rahman","WR",183,2018,4,3,333,"Vanderbilt Commodores",-0.006
"476",2021,123767,"Iraken Armstead","Iraken","Armstead","QB",97,2020,2,1,335,"Virginia Cavaliers",-0.074
"477",2021,151095,"Jacob Rodriguez","Jacob","Rodriguez","WR",184,2021,1,0,335,"Virginia Cavaliers",-0.128
"478",2021,60558,"Connor Blumrick","Connor","Blumrick","QB",125,2017,5,4,337,"Virginia Tech Hokies",-0.082
"479",2021,99693,"Tayvion Robinson","Tayvion","Robinson","WR",695,2019,3,2,337,"Virginia Tech Hokies",0.146
"480",2021,61804,"Terrell Bynum","Terrell","Bynum","WR",435,2017,5,4,340,"Washington Huskies",-0.015
"481",2021,101695,"Giles Jackson","Giles","Jackson","WR",160,2019,3,2,340,"Washington Huskies",0.131
"482",2021,123153,"Ja'Lynn Polk","Ja'Lynn","Polk","WR",53,2020,2,1,340,"Washington Huskies",-0.002
"483",2021,131910,"Sawyer Racanelli","Sawyer","Racanelli","WR",45,2020,2,1,340,"Washington Huskies",-0.007
"484",2021,97215,"Lincoln Victor","Lincoln","Victor","WR",208,2019,3,2,341,"Washington State Cougars",0.07
"485",2021,131934,"Joey Hobert","Joey","Hobert","WR",143,2020,2,1,341,"Washington State Cougars",0.037
"486",2021,88318,"Isaiah Esdale","Isaiah","Esdale","WR",394,2018,4,3,343,"West Virginia Mountaineers",0.087
"487",2021,54997,"DeAngelo Wilson","DeAngelo","Wilson","WR",32,2017,5,4,346,"Western Kentucky Hilltoppers",0.012
"488",2021,61584,"Daewood Davis","Daewood","Davis","WR",713,2017,5,4,346,"Western Kentucky Hilltoppers",-0.099
"489",2021,83459,"Beanie Bishop","Beanie","Bishop","CB",492,2018,4,3,346,"Western Kentucky Hilltoppers",0.31
"490",2021,102597,"Jerreth Sterns","Jerreth","Sterns","WR",890,2018,4,3,346,"Western Kentucky Hilltoppers",0.63
"491",2021,102599,"Ben Ratzlaff","Ben","Ratzlaff","WR",232,2019,3,2,346,"Western Kentucky Hilltoppers",-0.064
"492",2021,121707,"Josh Sterns","Josh","Sterns","WR",172,2020,2,1,346,"Western Kentucky Hilltoppers",-0.086
"493",2021,123470,"Mitchell Tinsley","Mitchell","Tinsley","WR",792,2020,2,1,346,"Western Kentucky Hilltoppers",0.382
"494",2021,145536,"Kyle McNamara","Kyle","McNamara","WR",2,2021,1,0,346,"Western Kentucky Hilltoppers",-0.003
"495",2021,61825,"Jaylen Hall","Jaylen","Hall","WR",774,2017,5,4,347,"Western Michigan Broncos",0.086
"496",2021,63672,"Bryce Nunnelly","Bryce","Nunnelly","WR",391,2017,5,4,347,"Western Michigan Broncos",-0.105
"497",2021,84520,"A.J. Abbott","A.J.","Abbott","WR",26,2018,4,3,349,"Wisconsin Badgers",-0.004
"498",2021,97776,"Boobie Curry","Boobie","Curry","WR",252,2019,3,2,109,"Arizona Wildcats",-0.015
"499",2021,84112,"Geordon Porter","Geordon","Porter","WR",27,2018,4,3,110,"Arizona State Sun Devils",-0.023
"500",2021,100660,"Ricky Pearsall","Ricky","Pearsall","WR",660,2019,3,2,110,"Arizona State Sun Devils",0.029
"501",2021,104182,"Adam Jones","Adam","Jones","WR",217,2019,3,2,113,"Arkansas State Red Wolves",0.017
"502",2021,61173,"CJ Lewis","CJ","Lewis","WR",311,2017,5,4,121,"Boston College Eagles",-0.051
"503",2021,84502,"Austin Osborne","Austin","Osborne","WR",634,2018,4,3,122,"Bowling Green Falcons",-0.096
"504",2021,122338,"Fred Jackson","Fred","Jackson","WR",22,2020,2,1,141,"Coastal Carolina Chanticleers",0.063
"505",2021,131671,"Chris Carpenter","Chris","Carpenter","WR",77,2020,2,1,143,"Colorado Buffaloes",-0.025
"506",2021,131692,"Brenden Rice","Brenden","Rice","WR",373,2020,2,1,143,"Colorado Buffaloes",0.055
"507",2021,61555,"Jafar Armstrong","Jafar","Armstrong","WR",3,2017,5,4,187,"Illinois Fighting Illini",-0.003
"508",2021,84215,"Carlos Sandy","Carlos","Sandy","WR",191,2018,4,3,187,"Illinois Fighting Illini",-0.048
"509",2021,55038,"Charlie Jones","Charlie","Jones","WR",469,2017,5,4,192,"Iowa Hawkeyes",0.3
"510",2021,99555,"Ezeriah Anderson","Ezeriah","Anderson","WR",55,2019,3,2,193,"Iowa State Cyclones",0.009
"511",2021,52300,"Fred Lloyd Jr.","Fred","Lloyd Jr.","WR",258,2017,5,4,209,"Louisiana-Monroe Warhawks",-0.046
"512",2021,78211,"Boogie Knight","Boogie","Knight","WR",648,2018,4,3,209,"Louisiana-Monroe Warhawks",0.031
"513",2021,61569,"Charleston Rambo","Charleston","Rambo","WR",763,2017,5,4,220,"Miami (FL) Hurricanes",0.197
"514",2021,129638,"Ian Stewart","Ian","Stewart","WR",17,2020,2,1,223,"Michigan State Spartans",-0.003
"515",2021,55244,"Brock Annexstad","Brock","Annexstad","WR",12,2017,5,4,225,"Minnesota Golden Gophers",0.001
"516",2021,127298,"Brady Boyd","Brady","Boyd","WR",170,2021,1,0,225,"Minnesota Golden Gophers",-0.033
"517",2021,138482,"Cole Harrity","Cole","Harrity","WR",448,2020,2,1,242,"New Mexico State Aggies",-0.096
"518",2021,84378,"Daniel George","Daniel","George","WR",7,2018,4,3,266,"Penn State Nittany Lions",-0.004
"519",2021,97867,"Broc Thompson","Broc","Thompson","WR",416,2019,3,2,273,"Purdue Boilermakers",0.01
"520",2021,102544,"Brandon Sanders","Brandon","Sanders","WR",251,2019,3,2,278,"Rutgers Scarlet Knights",-0.056
"521",2021,84245,"Allen Dailey Jr.","Allen","Dailey Jr.","WR",21,2018,4,3,288,"South Alabama Jaguars",-0.01
"522",2021,84441,"Caleb Chapman","Caleb","Chapman","WR",202,2018,4,3,312,"Texas A&M Aggies",0.005
"523",2021,61133,"B.J. Casteel","B.J.","Casteel","WR",555,2017,5,4,109,"Arizona Wildcats",-0.187
"524",2021,63661,"Kendall Catalon","Kendall","Catalon","WR",48,2017,5,4,111,"Arkansas Razorbacks",-0.003
"525",2021,99222,"John David White","John David","White","WR",29,2019,3,2,111,"Arkansas Razorbacks",0
"526",2021,57246,"Johnnie Lang","Johnnie","Lang","HB",264,2017,5,4,113,"Arkansas State Red Wolves",-0.035
"527",2021,101335,"Khyheem Waleed","Khyheem","Waleed","WR",38,2019,3,2,113,"Arkansas State Red Wolves",-0.013
"528",2021,121539,"Corey Rucker","Corey","Rucker","WR",718,2020,2,1,113,"Arkansas State Red Wolves",-0.072
"529",2021,126530,"Karate Brenson","Karate","Brenson","WR",36,2021,1,0,117,"Ball State Cardinals",-0.004
"530",2021,40152,"Jordan Jones","Jordan","Jones","WR",68,2016,6,5,138,"Cincinnati Bearcats",-0.01
"531",2021,83810,"Dimitri Stanley","Dimitri","Stanley","WR",263,2018,4,3,143,"Colorado Buffaloes",-0.076
"532",2021,100644,"La'Vontae Shenault","La'Vontae","Shenault","WR",101,2019,3,2,143,"Colorado Buffaloes",-0.003
"533",2021,78069,"Heron Maurisseau","Heron","Maurisseau","WR",182,2018,3,2,146,"Connecticut Huskies",-0.008
"534",2021,77996,"Dennis Smith","Dennis","Smith","WR",41,2018,4,3,160,"Eastern Michigan Eagles",0
"535",2021,145756,"Latrell Fordham","Latrell","Fordham","WR",100,2021,1,0,160,"Eastern Michigan Eagles",-0.006
"536",2021,84176,"Jacob Copeland","Jacob","Copeland","WR",610,2018,4,3,163,"Florida Gators",-0.01
"537",2021,77955,"D'Marcus Adams","D'Marcus","Adams","WR",34,2018,4,3,165,"Florida Atlantic Owls",0.027
"538",2021,86854,"Johnny Ford","Johnny","Ford","HB",304,2018,4,3,165,"Florida Atlantic Owls",0.149
"539",2021,84191,"Jaylen Johnson","Jaylen","Johnson","WR",146,2018,4,3,173,"Georgia Bulldogs",-0.026
"540",2021,77742,"Amare Jones","Amare","Jones","HB",371,2018,4,3,174,"Georgia Southern Eagles",0.121
"541",2021,55196,"Chris Bacon","Chris","Bacon","S",206,2017,5,4,175,"Georgia State Panthers",-0.018
"542",2021,84196,"Cornelius McCoy","Cornelius","McCoy","WR",229,2018,4,3,175,"Georgia State Panthers",-0.017
"543",2021,123740,"Ja'Cyais Credle","Ja'Cyais","Credle","WR",517,2020,2,1,175,"Georgia State Panthers",0.033
"544",2021,98750,"Jaylen Erwin","Jaylen","Erwin","WR",315,2019,3,2,182,"Houston Cougars",-0.083
"545",2021,84220,"Donny Navarro III","Donny","Navarro III","WR",406,2018,4,3,187,"Illinois Fighting Illini",-0.151
"546",2021,101711,"Dalevon Campbell","Dalevon","Campbell","WR",57,2019,3,2,187,"Illinois Fighting Illini",0.002
"547",2021,84226,"Tyrone Tracy","Tyrone","Tracy","WR",464,2018,4,3,192,"Iowa Hawkeyes",-0.158
"548",2021,101738,"Desmond Hutson","Desmond","Hutson","WR",17,2019,3,2,192,"Iowa Hawkeyes",-0.004
"549",2021,78128,"Joseph Scates","Joseph","Scates","WR",131,2018,4,3,193,"Iowa State Cyclones",0.013
"550",2021,78159,"Javaughn Williams","Javaughn","Williams","WR",63,2018,4,3,201,"Kent State Golden Flashes",-0.003
"551",2021,130513,"James Burns","James","Burns","WR",69,2020,2,1,221,"Miami (OH) RedHawks",-0.008
"552",2021,64309,"Daylen Baldwin","Daylen","Baldwin","WR",288,2017,5,4,222,"Michigan Wolverines",-0.054
"553",2021,129648,"Doug Emilien","Doug","Emilien","WR",13,2020,2,1,225,"Minnesota Golden Gophers",-0.005
"554",2021,97602,"John Rhys Plumlee","John","Rhys Plumlee","WR",297,2019,3,2,226,"Mississippi Rebels",0.009
"555",2021,124207,"JJ Hester","JJ","Hester","WR",187,2020,2,1,229,"Missouri Tigers",-0.08
"556",2021,124211,"Ja'Mori Maclin","Ja'Mori","Maclin","WR",3,2020,2,1,229,"Missouri Tigers",-0.003
"557",2021,129707,"Will Nixon","Will","Nixon","WR",26,2020,2,1,238,"Nebraska Cornhuskers",-0.002
"558",2021,84317,"Harry Ballard III","Harry","Ballard III","WR",107,2018,4,3,239,"Nevada Wolf Pack",-0.008
"559",2021,84394,"BJ Busbee","BJ","Busbee","WR",390,2018,4,3,284,"San Diego State Aztecs",-0.082
"560",2021,109834,"E.J. Jenkins","E.J.","Jenkins","WR",291,2019,2,1,289,"South Carolina Gamecocks",-0.054
"561",2021,147261,"Kyran Griffin-Isom","Kyran","Griffin-Isom","WR",59,2021,1,0,318,"Troy Trojans",-0.005
"562",2021,97181,"Dayton Wade","Dayton","Wade","WR",16,2019,3,2,346,"Western Kentucky Hilltoppers",-0.004
"563",2021,102956,"Kendall Abdur-Rahman","Kendall","Abdur-Rahman","WR",29,2019,3,2,346,"Western Kentucky Hilltoppers",-0.006
"564",2021,100275,"Michael Mathison","Michael","Mathison","WR",548,2019,3,2,102,"Akron Zips",0.111
"565",2021,130313,"George Qualls Jr.","George","Qualls Jr.","WR",310,2020,2,1,102,"Akron Zips",-0.047
"566",2021,123904,"Javon Baker","Javon","Baker","WR",80,2020,2,1,103,"Alabama Crimson Tide",0.021
"567",2021,97785,"Jalen Johnson","Jalen","Johnson","WR",105,2019,3,2,109,"Arizona Wildcats",-0.032
"568",2021,76366,"Johnny Wilson","Johnny","Wilson","WR",206,2020,2,1,110,"Arizona State Sun Devils",-0.007
"569",2021,78041,"Jayshon Jackson","Jayshon","Jackson","WR",601,2018,4,3,117,"Ball State Cardinals",0.069
"570",2021,98023,"Jalen McGaughy","Jalen","McGaughy","WR",102,2019,3,2,117,"Ball State Cardinals",-0.068
"571",2021,84141,"Maclaine Griffin","Maclaine","Griffin","WR",28,2018,4,3,120,"Boise State Broncos",-0.003
"572",2021,77971,"Jehlani Galloway","Jehlani","Galloway","WR",90,2018,4,3,121,"Boston College Eagles",-0.053
"573",2021,61237,"Quian Williams","Quian","Williams","WR",832,2017,5,4,126,"Buffalo Bulls",0.065
"574",2021,43380,"Samson Nacua","Samson","Nacua","WR",387,2016,6,5,128,"BYU Cougars",0.002
"575",2021,78784,"Levar Gumms","Levar","Gumms","WR",108,2018,4,3,134,"Central Michigan Chippewas",-0.018
"576",2021,98740,"Jordan Kress","Jordan","Kress","WR",145,2019,3,2,144,"Colorado State Rams",-0.025
"577",2021,77998,"Jarett Garner","Jarett","Garner","WR",295,2018,4,3,154,"Duke Blue Devils",-0.037
"578",2021,78022,"Derion Kendrick","Derion","Kendrick","CB",787,2018,4,3,173,"Georgia Bulldogs",0.382
"579",2021,124017,"Jermaine Burton","Jermaine","Burton","WR",388,2020,2,1,173,"Georgia Bulldogs",0.096
"580",2021,75945,"Nick Mardner","Nick","Mardner","WR",579,2018,4,3,180,"Hawaii Warriors",0.098
"581",2021,61289,"Jeremy Singleton","Jeremy","Singleton","WR",756,2017,5,4,182,"Houston Cougars",-0.15
"582",2021,61692,"Nykeim Johnson","Nykeim","Johnson","WR",648,2017,5,4,201,"Kent State Golden Flashes",0.189
"583",2021,100230,"Isaiah Wooden","Isaiah","Wooden","WR",6,2019,3,2,201,"Kent State Golden Flashes",-0.003
"584",2021,78108,"John Stephens Jr.","John","Stephens Jr.","WR",223,2018,4,3,207,"Louisiana Ragin' Cajuns",-0.015
"585",2021,87665,"Michael Jefferson","Michael","Jefferson","WR",312,2018,4,3,207,"Louisiana Ragin' Cajuns",0.103
"586",2021,75926,"Samuel Emilus","Samuel","Emilus","WR",262,2018,4,3,208,"Louisiana Tech Bulldogs",0.03
"587",2021,122730,"Jordan Watkins","Jordan","Watkins","WR",565,2020,2,1,210,"Louisville Cardinals",0.075
"588",2021,124085,"Alex Adams","Alex","Adams","WR",17,2020,2,1,211,"LSU Tigers",-0.003
"589",2021,129524,"DeaJaun McDougle","DeaJaun","McDougle","WR",21,2020,2,1,215,"Maryland Terrapins",-0.003
"590",2021,129688,"Marcus Fleming","Marcus","Fleming","WR",193,2020,2,1,215,"Maryland Terrapins",-0.059
"591",2021,41998,"Eric Collins","Eric","Collins","WR",278,2016,6,5,216,"Massachusetts Minutemen",-0.053
"592",2021,122707,"Christian Fitzpatrick","Christian","Fitzpatrick","WR",81,2020,2,1,223,"Michigan State Spartans",-0.021
"593",2021,97800,"Jadon Jackson","Jadon","Jackson","WR",207,2019,3,2,226,"Mississippi Rebels",-0.025
"594",2021,61501,"Elijah Cooks","Elijah","Cooks","WR",149,2017,5,4,239,"Nevada Wolf Pack",-0.002
"595",2021,123000,"Jordan Addison","Jordan","Addison","WR",834,2020,2,1,268,"Pittsburgh Panthers",0.458
"596",2021,131606,"LV Bunkley-Shelton","LV","Bunkley-Shelton","WR",417,2020,2,1,110,"Arizona State Sun Devils",-0.011
"597",2021,146279,"Tommi Hill","Tommi","Hill","CB",59,2021,1,0,110,"Arizona State Sun Devils",-0.008
"598",2021,78109,"Te'Vailance Hunt","Te'Vailance","Hunt","WR",571,2018,4,3,113,"Arkansas State Red Wolves",-0.04
"599",2021,38547,"Demetris Robertson","Demetris","Robertson","WR",582,2016,6,5,115,"Auburn Tigers",-0.092
"600",2021,40782,"Kobay White","Kobay","White","WR",62,2016,6,5,121,"Boston College Eagles",-0.008
"601",2021,76718,"Ezechiel Tieide","Ezechiel","Tieide","WR",3,2018,4,3,121,"Boston College Eagles",-0.003
"602",2021,55283,"Keith Pearson","Keith","Pearson","WR",187,2017,4,3,136,"Charlotte 49ers",0.113
"603",2021,84180,"Shemar Thornton","Shemar","Thornton","WR",98,2018,4,3,166,"Florida International Golden Panthers",-0.009
"604",2021,77956,"Jordan Young","Jordan","Young","WR",49,2018,4,3,167,"Florida State Seminoles",0.014
"605",2021,84197,"Sam Pinckney","Sam","Pinckney","WR",554,2018,4,3,175,"Georgia State Panthers",0.021
"606",2021,40668,"Seth Green","Seth","Green","TE",355,2016,6,5,182,"Houston Cougars",-0.004
"607",2021,78146,"KeSean Carter","KeSean","Carter","WR",377,2018,4,3,182,"Houston Cougars",0.002
"608",2021,61328,"Tarique Milton","Tarique","Milton","WR",166,2017,5,4,193,"Iowa State Cyclones",0.032
"609",2021,61330,"Parker Rickert","Parker","Rickert","WR",5,2017,5,4,193,"Iowa State Cyclones",-0.003
"610",2021,97287,"Trevor Wilson","Trevor","Wilson","WR",390,2019,3,2,198,"Kansas Jayhawks",-0.053
"611",2021,122572,"Kyler Pearson","Kyler","Pearson","WR",13,2020,2,1,198,"Kansas Jayhawks",-0.005
"612",2021,61394,"Justin Marshall","Justin","Marshall","WR",504,2017,5,4,210,"Louisville Cardinals",-0.012
"613",2021,84285,"Brian Cobbs","Brian","Cobbs","WR",396,2018,4,3,215,"Maryland Terrapins",-0.053
"614",2021,129503,"Nick DeGennaro","Nick","DeGennaro","WR",22,2020,2,1,215,"Maryland Terrapins",-0.003
"615",2021,78051,"Jeremy Tate Jr","Jeremy","Tate Jr","WR",1,2018,4,3,218,"Memphis Tigers",-0.003
"616",2021,101745,"Julian Barnett","Julian","Barnett","CB",80,2019,3,2,218,"Memphis Tigers",-0.013
"617",2021,78016,"Dee Wiggins","Dee","Wiggins","WR",69,2018,4,3,220,"Miami (FL) Hurricanes",-0.004
"618",2021,97095,"Micaleous Elder","Micaleous","Elder","WR",14,2019,3,2,224,"Middle Tennessee Blue Raiders",-0.006
"619",2021,84346,"Lawrence Keys III","Lawrence","Keys III","WR",5,2018,4,3,258,"Notre Dame Fighting Irish",-0.003
"620",2021,144621,"Cody Jackson","Cody","Jackson","WR",50,2021,1,0,261,"Oklahoma Sooners",-0.002
"621",2021,61272,"Trey Blount","Trey","Blount","WR",17,2017,5,4,263,"Old Dominion Monarchs",-0.007
"622",2021,101352,"Andre Crump Jr.","Andre","Crump Jr.","WR",4,2019,3,2,285,"San Jose State Spartans",-0.003
"623",2021,77970,"Taj Harris","Taj","Harris","WR",169,2018,4,3,304,"Syracuse Orange",-0.003
"624",2021,124269,"Dee Beckwith","Dee","Beckwith","HB",3,2020,2,1,307,"Tennessee Volunteers",-0.003
"625",2021,61540,"Dennis Robinson","Dennis","Robinson","WR",17,2017,5,4,314,"Texas State Bobcats",-0.007
"626",2021,60416,"Nick Ast","Nick","Ast","WR",96,2017,5,4,330,"UTEP Miners",-0.023
"627",2021,78030,"Sean Ryan","Sean","Ryan","WR",444,2018,4,3,343,"West Virginia Mountaineers",0.044
"628",2021,61777,"Bryan Thompson","Bryan","Thompson","WR",423,2017,5,4,110,"Arizona State Sun Devils",-0.115
"629",2021,77953,"Warren Thompson","Warren","Thompson","WR",469,2018,4,3,111,"Arkansas Razorbacks",-0.043
"630",2021,158639,"Ethon Williams","Ethon","Williams","WR",3,2019,3,2,121,"Boston College Eagles",-0.003
"631",2021,100632,"Puka Nacua","Puka","Nacua","WR",437,2019,3,2,128,"BYU Cougars",0.197
"632",2021,123555,"Marquez Bell","Marquez","Bell","WR",8,2020,2,1,138,"Cincinnati Bearcats",-0.003
"633",2021,146327,"Trustin Oliver","Trustin","Oliver","S",18,2021,1,0,143,"Colorado Buffaloes",-0.007
"634",2021,165155,"Rayonta Rose","Rayonta","Rose","WR",1,2020,2,1,156,"East Carolina Pirates",-0.003
"635",2021,52319,"Randall St. Felix","Randall","St. Felix","WR",307,2017,5,4,166,"Florida International Golden Panthers",-0.038
"636",2021,143894,"Parker Self","Parker","Self","WR",4,2021,1,0,167,"Florida State Seminoles",-0.003
"637",2021,61806,"Ty Jones","Ty","Jones","WR",372,2017,5,4,169,"Fresno State Bulldogs",-0.05
"638",2021,97169,"Rodney Wright III","Rodney","Wright III","WR",12,2019,3,2,169,"Fresno State Bulldogs",-0.003
"639",2021,61544,"Kyric McGowan","Kyric","McGowan","WR",557,2017,5,4,176,"Georgia Tech Yellow Jackets",-0.04
"640",2021,146058,"Tru Edwards","Tru","Edwards","WR",110,2021,1,0,180,"Hawaii Warriors",-0.035
"641",2021,101111,"Ke'Andre Street","Ke'Andre","Street","WR",18,2019,3,2,182,"Houston Cougars",-0.023
"642",2021,163991,"Darius Edmonds","Darius","Edmonds","WR",3,2020,2,1,182,"Houston Cougars",-0.003
"643",2021,129427,"Deuce Spann","Deuce","Spann","WR",61,2020,2,1,187,"Illinois Fighting Illini",0.031
"644",2021,84225,"Jacolby Hewitt","Jacolby","Hewitt","WR",208,2018,4,3,190,"Indiana Hoosiers",-0.087
"645",2021,122560,"Tristan Golightly","Tristan","Golightly","WR",77,2020,2,1,198,"Kansas Jayhawks",-0.028
"646",2021,61494,"Kade Warner","Kade","Warner","WR",278,2017,5,4,199,"Kansas State Wildcats",0.009
"647",2021,144588,"Tyrone Howell","Tyrone","Howell","WR",253,2021,1,0,199,"Kansas State Wildcats",-0.003
"648",2021,61360,"Isaiah Epps","Isaiah","Epps","WR",322,2017,5,4,202,"Kentucky Wildcats",-0.027
"649",2021,101735,"Wan'Dale Robinson","Wan'Dale","Robinson","WR",726,2019,3,2,202,"Kentucky Wildcats",0.434
"650",2021,61513,"Beau Corrales","Beau","Corrales","WR",5,2017,5,4,245,"North Carolina Tar Heels",-0.003
"651",2021,102929,"Kaylon Geiger","Kaylon","Geiger","WR",616,2019,3,2,315,"Texas Tech Red Raiders",-0.026
"652",2022,144468,"Kaedin Robinson","Kaedin","Robinson","WR",396,2021,2,1,108,"Appalachian State Mountaineers",-0.003
"653",2022,77953,"Warren Thompson","Warren","Thompson","WR",361,2018,5,4,111,"Arkansas Razorbacks",-0.043
"654",2022,78109,"Te'Vailance Hunt","Te'Vailance","Hunt","WR",317,2018,5,4,113,"Arkansas State Red Wolves",-0.061
"655",2022,84499,"Amir Abdur-Rahman","Amir","Abdur-Rahman","WR",344,2018,5,4,117,"Ball State Cardinals",-0.027
"656",2022,61394,"Justin Marshall","Justin","Marshall","WR",800,2017,6,5,126,"Buffalo Bulls",0.098
"657",2022,100632,"Puka Nacua","Puka","Nacua","WR",350,2019,4,3,128,"BYU Cougars",0.16
"658",2022,128232,"Tory Horton","Tory","Horton","WR",692,2020,3,2,144,"Colorado State Rams",0.184
"659",2022,77956,"Jordan Young","Jordan","Young","WR",140,2018,5,4,165,"Florida Atlantic Owls",-0.086
"660",2022,76366,"Johnny Wilson","Johnny","Wilson","WR",540,2020,3,2,167,"Florida State Seminoles",0.213
"661",2022,109671,"Mike Roussos","Mike","Roussos","WR",13,2019,3,2,167,"Florida State Seminoles",-0.001
"662",2022,61289,"Jeremy Singleton","Jeremy","Singleton","WR",709,2017,6,5,174,"Georgia Southern Eagles",0.068
"663",2022,78741,"Jordan Murray","Jordan","Murray","TE",361,2018,5,4,180,"Hawaii Warriors",-0.128
"664",2022,83810,"Dimitri Stanley","Dimitri","Stanley","WR",532,2018,5,4,193,"Iowa State Cyclones",-0.093
