"","season","player_id","player","player_first_name","player_last_name","position","snaps","first_season_in_league","year_in_league","season_count","franchise_id","team","waa"
"665",2022,78145,"Kevin Terry","Kevin","Terry","WR",132,2018,5,4,198,"Kansas Jayhawks",0.006
"666",2022,97287,"Trevor Wilson","Trevor","Wilson","WR",43,2019,4,3,198,"Kansas Jayhawks",-0.022
"667",2022,129648,"Doug Emilien","Doug","Emilien","WR",110,2020,3,2,198,"Kansas Jayhawks",-0.032
"668",2022,101696,"George Johnson III","George","Johnson III","WR",661,2019,4,3,216,"Massachusetts Minutemen",-0.118
"669",2022,104919,"Isaac Ross","Isaac","Ross","WR",333,2019,4,3,216,"Massachusetts Minutemen",-0.119
"670",2022,78128,"Joseph Scates","Joseph","Scates","WR",362,2018,5,4,218,"Memphis Tigers",-0.119
"671",2022,89497,"Izaiah Gathings","Izaiah","Gathings","WR",646,2018,5,4,224,"Middle Tennessee Blue Raiders",-0.085
"672",2022,61807,"Jamire Calvin","Jamire","Calvin","WR",250,2017,6,5,227,"Mississippi State Bulldogs",-0.095
"673",2022,145033,"Jordan Mosley","Jordan","Mosley","WR",20,2021,2,1,227,"Mississippi State Bulldogs",0.004
"674",2022,61328,"Tarique Milton","Tarique","Milton","WR",155,2017,6,5,311,"Texas Longhorns",-0.064
"675",2022,40901,"Rontavius Groves","Rontavius","Groves","WR",332,2016,7,6,314,"Texas State Bobcats",-0.143
"676",2022,61540,"Dennis Robinson","Dennis","Robinson","WR",73,2017,6,5,314,"Texas State Bobcats",-0.04
"677",2022,100635,"Kyrese Rowan","Kyrese","Rowan","WR",7,2019,4,3,329,"Utah State Aggies",-0.004
"678",2022,124017,"Jermaine Burton","Jermaine","Burton","WR",575,2020,3,2,103,"Alabama Crimson Tide",0.073
"679",2022,97791,"Jadon Haselwood","Jadon","Haselwood","WR",658,2019,4,3,111,"Arkansas Razorbacks",0.023
"680",2022,97422,"Dino Tomlin","Dino","Tomlin","WR",171,2019,4,3,121,"Boston College Eagles",-0.003
"681",2022,84502,"Austin Osborne","Austin","Osborne","WR",60,2018,5,4,122,"Bowling Green Falcons",-0.003
"682",2022,77998,"Jarett Garner","Jarett","Garner","WR",24,2018,5,4,156,"East Carolina Pirates",-0.009
"683",2022,86854,"Johnny Ford","Johnny","Ford","HB",112,2018,5,4,165,"Florida Atlantic Owls",-0.022
"684",2022,129427,"Deuce Spann","Deuce","Spann","WR",255,2020,3,2,167,"Florida State Seminoles",-0.047
"685",2022,61342,"Ezrah Archie","Ezrah","Archie","WR",167,2017,6,5,174,"Georgia Southern Eagles",-0.015
"686",2022,40336,"Jonah Morris","Jonah","Morris","WR",82,2016,7,6,187,"Illinois Fighting Illini",-0.001
"687",2022,78211,"Boogie Knight","Boogie","Knight","WR",342,2018,5,4,209,"Louisiana-Monroe Warhawks",-0.303
"688",2022,99209,"Dylan Wright","Dylan","Wright","WR",318,2019,4,3,225,"Minnesota Golden Gophers",-0.008
"689",2022,84314,"Jalen Knox","Jalen","Knox","WR",29,2018,5,4,226,"Mississippi Rebels",0.01
"690",2022,123695,"Bryce Childress","Bryce","Childress","WR",181,2020,2,1,242,"New Mexico State Aggies",-0.065
"691",2022,145344,"Ali Jennings","Ali","Jennings","WR",507,2019,4,3,263,"Old Dominion Monarchs",0.191
"692",2022,55038,"Charlie Jones","Charlie","Jones","WR",834,2017,6,5,273,"Purdue Boilermakers",0.323
"693",2022,146842,"Teddy Knox","Teddy","Knox","WR",53,2021,2,1,287,"SMU Mustangs",-0.043
"694",2022,104838,"Jeremiah Webb","Jeremiah","Webb","WR",3,2019,4,3,288,"South Alabama Jaguars",-0.002
"695",2022,155624,"Jamaal Pritchett","Jamaal","Pritchett","WR",99,2021,2,1,288,"South Alabama Jaguars",-0.008
"696",2022,97164,"Ahmarean Brown","Ahmarean","Brown","WR",402,2019,4,3,289,"South Carolina Gamecocks",-0.068
"697",2022,41966,"Devaughn Cooper","Devaughn","Cooper","WR",487,2016,7,6,304,"Syracuse Orange",0.007
"698",2022,127298,"Brady Boyd","Brady","Boyd","WR",326,2021,2,1,315,"Texas Tech Red Raiders",-0.034
"699",2022,100886,"RaJae' Johnson","RaJae'","Johnson","WR",584,2019,4,3,318,"Troy Trojans",0.148
"700",2022,91447,"Dexter Boykin","Dexter","Boykin","WR",310,2018,5,4,321,"UAB Blazers",-0.032
"701",2022,101706,"T.J. Jones","T.J.","Jones","WR",175,2019,4,3,321,"UAB Blazers",-0.007
"702",2022,97602,"John Rhys Plumlee","John","Rhys Plumlee","QB",834,2019,4,3,323,"UCF Knights",0.071
"703",2022,77997,"Jake Bobo","Jake","Bobo","WR",726,2018,5,4,324,"UCLA Bruins",0.271
"704",2022,84285,"Brian Cobbs","Brian","Cobbs","WR",925,2018,5,4,329,"Utah State Aggies",0.184
"705",2022,60558,"Connor Blumrick","Connor","Blumrick","WR",193,2017,6,5,337,"Virginia Tech Hokies",-0.042
"706",2022,61705,"Jadan Blue","Jadan","Blue","WR",289,2017,6,5,337,"Virginia Tech Hokies",-0.119
"707",2022,101695,"Giles Jackson","Giles","Jackson","WR",275,2019,4,3,340,"Washington Huskies",0.06
"708",2022,146387,"Keontez Lewis","Keontez","Lewis","WR",409,2021,2,1,349,"Wisconsin Badgers",-0.071
"709",2022,124085,"Alex Adams","Alex","Adams","WR",683,2020,3,2,102,"Akron Zips",-0.023
"710",2022,104182,"Adam Jones","Adam","Jones","WR",329,2019,4,3,113,"Arkansas State Red Wolves",-0.042
"711",2022,97431,"Nolan Groulx","Nolan","Groulx","CB",313,2019,4,3,136,"Charlotte 49ers",-0.083
"712",2022,74267,"Melquan Stovall","Melquan","Stovall","WR",168,2019,4,3,144,"Colorado State Rams",-0.016
"713",2022,123740,"Ja'Cyais Credle","Ja'Cyais","Credle","WR",556,2020,3,2,175,"Georgia State Panthers",0.033
"714",2022,78146,"KeSean Carter","KeSean","Carter","WR",482,2018,5,4,182,"Houston Cougars",0.027
"715",2022,124269,"Dee Beckwith","Dee","Beckwith","HB",6,2020,3,2,202,"Kentucky Wildcats",-0.001
"716",2022,87665,"Michael Jefferson","Michael","Jefferson","WR",511,2018,5,4,207,"Louisiana Ragin' Cajuns",0.147
"717",2022,121645,"Micah Manning","Micah","Manning","WR",10,2020,2,1,229,"Missouri Tigers",-0.003
"718",2022,144350,"Regis Velez","Regis","Velez","WR",8,2020,3,2,237,"Navy Midshipmen",-0.002
"719",2022,84441,"Caleb Chapman","Caleb","Chapman","WR",26,2018,5,4,264,"Oregon Ducks",-0.005
"720",2022,84332,"Cedric Patterson III","Cedric","Patterson III","WR",13,2018,5,4,275,"Rice Owls",-0.003
"721",2022,61513,"Beau Corrales","Beau","Corrales","WR",73,2017,6,5,287,"SMU Mustangs",-0.005
"722",2022,138470,"Antwane Wells Jr.","Antwane","Wells Jr.","WR",616,2020,3,2,289,"South Carolina Gamecocks",0.078
"723",2022,61447,"C.J. Hayes","C.J.","Hayes","WR",17,2017,6,5,304,"Syracuse Orange",-0.015
"724",2022,84010,"Geor'Quarius Spivey","Geor'Quarius","Spivey","WR",252,2018,5,4,305,"TCU Horned Frogs",-0.023
"725",2022,84380,"Amad Anderson Jr.","Amad","Anderson Jr.","WR",329,2018,5,4,306,"Temple Owls",0.006
"726",2022,146591,"Agiye Hall","Agiye","Hall","WR",17,2021,2,1,311,"Texas Longhorns",-0.004
"727",2022,122548,"Jordan Brown","Jordan","Brown","WR",39,2020,3,2,315,"Texas Tech Red Raiders",0.023
"728",2022,76718,"Ezechiel Tieide","Ezechiel","Tieide","WR",15,2018,5,4,316,"Toledo Rockets",-0.005
"729",2022,123904,"Javon Baker","Javon","Baker","WR",816,2020,3,2,323,"UCF Knights",0.068
"730",2022,123989,"Kobe Hudson","Kobe","Hudson","WR",604,2020,3,2,323,"UCF Knights",0.125
"731",2022,61631,"Tyler Page","Tyler","Page","WR",145,2017,5,4,108,"Appalachian State Mountaineers",-0.106
"732",2022,61271,"Matt Landers","Matt","Landers","WR",836,2017,6,5,111,"Arkansas Razorbacks",0.062
"733",2022,101335,"Khyheem Waleed","Khyheem","Waleed","WR",142,2019,4,3,113,"Arkansas State Red Wolves",-0.055
"734",2022,124104,"Koy Moore","Koy","Moore","WR",521,2020,3,2,115,"Auburn Tigers",-0.168
"735",2022,97776,"Boobie Curry","Boobie","Curry","WR",108,2019,4,3,126,"Buffalo Bulls",0.008
"736",2022,98023,"Jalen McGaughy","Jalen","McGaughy","WR",374,2019,4,3,134,"Central Michigan Chippewas",-0.067
"737",2022,75945,"Nick Mardner","Nick","Mardner","WR",268,2018,5,4,138,"Cincinnati Bearcats",0.015
"738",2022,84197,"Sam Pinckney","Sam","Pinckney","WR",769,2018,5,4,141,"Coastal Carolina Chanticleers",0.046
"739",2022,61166,"R.J. Sneed II","R.J.","Sneed II","WR",377,2017,6,5,143,"Colorado Buffaloes",-0.162
"740",2022,84150,"Nikko Remigio","Nikko","Remigio","WR",526,2018,5,4,169,"Fresno State Bulldogs",0.472
"741",2022,142605,"Lawson Bachelder","Lawson","Bachelder","WR",1,2020,3,2,174,"Georgia Southern Eagles",-0.002
"742",2022,63706,"Kody Case","Kody","Case","WR",10,2017,6,5,187,"Illinois Fighting Illini",-0.02
"743",2022,97779,"Lance LeGendre","Lance","LeGendre","QB",131,2019,4,3,207,"Louisiana Ragin' Cajuns",0.04
"744",2022,144588,"Tyrone Howell","Tyrone","Howell","WR",537,2021,2,1,209,"Louisiana-Monroe Warhawks",0.197
"745",2022,129807,"Maliq Carr","Maliq","Carr","TE",321,2020,3,2,223,"Michigan State Spartans",0.005
"746",2022,99527,"Marcus Washington","Marcus","Washington","WR",519,2019,4,3,238,"Nebraska Cornhuskers",0.042
"747",2022,84112,"Geordon Porter","Geordon","Porter","WR",290,2018,5,4,241,"New Mexico Lobos",-0.003
"748",2022,84286,"Darryl Jones","Darryl","Jones","WR",505,2018,5,4,248,"North Carolina State Wolfpack",-0.089
"749",2022,84226,"Tyrone Tracy","Tyrone","Tracy","WR",298,2018,5,4,273,"Purdue Boilermakers",-0.057
"750",2022,97867,"Broc Thompson","Broc","Thompson","WR",54,2019,4,3,273,"Purdue Boilermakers",-0.005
"751",2022,74298,"Justin Lockhart","Justin","Lockhart","WR",596,2019,4,3,285,"San Jose State Spartans",-0.007
"752",2022,77955,"D'Marcus Adams","D'Marcus","Adams","WR",135,2018,5,4,304,"Syracuse Orange",0.049
"753",2022,99206,"Kam Brown","Kam","Brown","WR",515,2019,4,3,324,"UCLA Bruins",-0.004
"754",2022,97288,"Tahj Washington","Tahj","Washington","WR",536,2019,4,3,326,"USC Trojans",0.198
"755",2022,61500,"Daiyan Henley","Daiyan","Henley","LB",668,2017,6,5,341,"Washington State Cougars",0.07
"756",2022,84497,"Cam Johnson","Cam","Johnson","WR",131,2018,5,4,110,"Arizona State Sun Devils",-0.039
"757",2022,111283,"Charles Hall","Charles","Hall","WR",146,2019,3,2,110,"Arizona State Sun Devils",0.014
"758",2022,52125,"Champ Flemings","Champ","Flemings","WR",390,2017,6,5,113,"Arkansas State Red Wolves",0.068
"759",2022,122232,"Dazalin Worsham","Dazalin","Worsham","WR",52,2020,3,2,115,"Auburn Tigers",-0.013
"760",2022,138482,"Cole Harrity","Cole","Harrity","WR",278,2020,3,2,126,"Buffalo Bulls",-0.042
"761",2022,61413,"Carlos Carriere","Carlos","Carriere","WR",563,2017,6,5,134,"Central Michigan Chippewas",-0.085
"762",2022,158639,"Ethon Williams","Ethon","Williams","WR",76,2019,4,3,146,"Connecticut Huskies",-0.013
"763",2022,88707,"Caleb Snead","Caleb","Snead","WR",336,2018,5,4,206,"Liberty Flames",-0.076
"764",2022,78016,"Dee Wiggins","Dee","Wiggins","WR",80,2018,5,4,210,"Louisville Cardinals",-0.002
"765",2022,61594,"Cameron Sullivan-Brown","Cameron","Sullivan-Brown","WR",564,2017,6,5,216,"Massachusetts Minutemen",-0.03
"766",2022,99571,"Frank Ladson Jr.","Frank","Ladson Jr.","WR",468,2019,4,3,220,"Miami (FL) Hurricanes",-0.092
"767",2022,122707,"Christian Fitzpatrick","Christian","Fitzpatrick","WR",39,2020,3,2,223,"Michigan State Spartans",-0.003
"768",2022,97181,"Dayton Wade","Dayton","Wade","WR",521,2019,4,3,226,"Mississippi Rebels",-0.044
"769",2022,61535,"Chancellor Brewington","Chancellor","Brewington","TE",319,2017,6,5,238,"Nebraska Cornhuskers",-0.054
"770",2022,123978,"Elijah Canion","Elijah","Canion","WR",5,2020,3,2,273,"Purdue Boilermakers",-0.002
"771",2022,99552,"Joshua Youngblood","Joshua","Youngblood","WR",101,2019,4,3,278,"Rutgers Scarlet Knights",-0.01
"772",2022,121539,"Corey Rucker","Corey","Rucker","WR",15,2020,3,2,289,"South Carolina Gamecocks",0
"773",2022,99130,"D'Wan Mathis","D'Wan","Mathis","WR",131,2019,4,3,306,"Temple Owls",-0.047
"774",2022,71345,"Bru McCoy","Bru","McCoy","WR",790,2019,4,3,307,"Tennessee Volunteers",0.115
"775",2022,84300,"Demarcus Gregory","Demarcus","Gregory","WR",74,2018,5,4,314,"Texas State Bobcats",-0.012
"776",2022,147647,"Charles Brown","Charles","Brown","WR",430,2021,2,1,314,"Texas State Bobcats",-0.087
"777",2022,98748,"Mikel Barkley","Mikel","Barkley","WR",398,2019,4,3,316,"Toledo Rockets",0.002
"778",2022,122834,"Stephen Gosnell","Stephen","Gosnell","WR",267,2020,3,2,337,"Virginia Tech Hokies",-0.006
"779",2022,78041,"Jayshon Jackson","Jayshon","Jackson","WR",770,2018,5,4,117,"Ball State Cardinals",-0.05
"780",2022,98706,"Eugene Minter Jr.","Eugene","Minter Jr.","TE",192,2019,4,3,136,"Charlotte 49ers",-0.012
"781",2022,84191,"Jaylen Johnson","Jaylen","Johnson","WR",467,2018,5,4,156,"East Carolina Pirates",-0.027
"782",2022,91115,"Isaiah Winstead","Isaiah","Winstead","WR",890,2018,4,3,156,"East Carolina Pirates",0.186
"783",2022,99584,"Emery Simmons","Emery","Simmons","WR",554,2019,4,3,190,"Indiana Hoosiers",-0.085
"784",2022,122646,"Kyren Lacy","Kyren","Lacy","WR",342,2020,3,2,211,"LSU Tigers",-0.055
"785",2022,98556,"Jayden Harrison","Jayden","Harrison","WR",207,2019,4,3,214,"Marshall Thundering Herd",0.016
"786",2022,84176,"Jacob Copeland","Jacob","Copeland","WR",290,2018,5,4,215,"Maryland Terrapins",0.1
"787",2022,104927,"Davion Ross","Davion","Ross","CB",519,2019,4,3,218,"Memphis Tigers",0.196
"788",2022,129857,"Andrew Mason","Andrew","Mason","WR",15,2020,3,2,218,"Memphis Tigers",-0.002
"789",2022,84224,"Miles Marshall","Miles","Marshall","WR",612,2018,5,4,221,"Miami (OH) RedHawks",-0.08
"790",2022,105714,"Yahsyn McKee","Yahsyn","McKee","CB",470,2019,4,3,221,"Miami (OH) RedHawks",-0.036
"791",2022,78051,"Jeremy Tate Jr","Jeremy","Tate Jr","TE",266,2018,5,4,224,"Middle Tennessee Blue Raiders",-0.11
"792",2022,105693,"AJ Toney","AJ","Toney","WR",181,2019,4,3,224,"Middle Tennessee Blue Raiders",-0.059
"793",2022,122730,"Jordan Watkins","Jordan","Watkins","WR",848,2020,3,2,226,"Mississippi Rebels",-0.096
"794",2022,61133,"B.J. Casteel","B.J.","Casteel","WR",708,2017,6,5,239,"Nevada Wolf Pack",-0.16
"795",2022,84215,"Carlos Sandy","Carlos","Sandy","WR",27,2018,5,4,239,"Nevada Wolf Pack",-0.008
"796",2022,124211,"Ja'Mori Maclin","Ja'Mori","Maclin","WR",364,2020,3,2,251,"North Texas Mean Green",0.007
"797",2022,136888,"Kaylon Horton","Kaylon","Horton","WR",81,2020,3,2,251,"North Texas Mean Green",0.131
"798",2022,102612,"Kacper Rutkiewicz","Kacper","Rutkiewicz","WR",291,2019,4,3,254,"Northern Illinois Huskies",0.075
"799",2022,84220,"Donny Navarro III","Donny","Navarro III","WR",671,2018,5,4,256,"Northwestern Wildcats",-0.332
"800",2022,61107,"Tyrell Shavers","Tyrell","Shavers","WR",715,2017,6,5,284,"San Diego State Aztecs",-0.02
"801",2022,84378,"Daniel George","Daniel","George","WR",831,2018,5,4,102,"Akron Zips",-0.024
"802",2022,100894,"Jacob Cowing","Jacob","Cowing","WR",749,2019,4,3,109,"Arizona Wildcats",0.114
"803",2022,77742,"Amare Jones","Amare","Jones","WR",419,2018,5,4,174,"Georgia Southern Eagles",0.087
"804",2022,129552,"Ethan Dirrim","Ethan","Dirrim","TE",62,2020,3,2,174,"Georgia Southern Eagles",-0.031
"805",2022,109834,"E.J. Jenkins","E.J.","Jenkins","WR",541,2019,3,2,176,"Georgia Tech Yellow Jackets",-0.047
"806",2022,97800,"Jadon Jackson","Jadon","Jackson","WR",15,2019,4,3,199,"Kansas State Wildcats",-0.003
"807",2022,99693,"Tayvion Robinson","Tayvion","Robinson","WR",487,2019,4,3,202,"Kentucky Wildcats",0.112
"808",2022,52300,"Fred Lloyd Jr.","Fred","Lloyd Jr.","WR",159,2017,6,5,209,"Louisiana-Monroe Warhawks",0.005
"809",2022,78807,"Zach Peterson","Zach","Peterson","WR",7,2018,5,4,222,"Michigan Wolverines",-0.002
"810",2022,138481,"Isaiah Garcia-Castaneda","Isaiah","Garcia-Castaneda","WR",106,2020,3,2,238,"Nebraska Cornhuskers",-0.021
"811",2022,101711,"Dalevon Campbell","Dalevon","Campbell","WR",652,2019,4,3,239,"Nevada Wolf Pack",-0.092
"812",2022,88318,"Isaiah Esdale","Isaiah","Esdale","WR",595,2018,5,4,275,"Rice Owls",-0.013
"813",2022,98212,"Garrett Shrader","Garrett","Shrader","QB",738,2019,4,3,304,"Syracuse Orange",0.504
"814",2022,89528,"Gabe Sulser","Gabe","Sulser","WR",28,2018,5,4,311,"Texas Longhorns",0.001
"815",2022,61360,"Isaiah Epps","Isaiah","Epps","WR",829,2017,6,5,320,"Tulsa Golden Hurricane",-0.203
"816",2022,123000,"Jordan Addison","Jordan","Addison","WR",538,2020,3,2,326,"USC Trojans",0.237
"817",2022,131692,"Brenden Rice","Brenden","Rice","WR",566,2020,3,2,326,"USC Trojans",0.111
"818",2022,84087,"Xavier Williams","Xavier","Williams","WR",42,2018,5,4,329,"Utah State Aggies",-0.003
"819",2022,123153,"Ja'Lynn Polk","Ja'Lynn","Polk","WR",603,2020,3,2,340,"Washington Huskies",0.006
"820",2022,97215,"Lincoln Victor","Lincoln","Victor","WR",376,2019,4,3,341,"Washington State Cougars",-0.128
"821",2022,61825,"Jaylen Hall","Jaylen","Hall","WR",942,2017,6,5,346,"Western Kentucky Hilltoppers",-0.2
"822",2022,77960,"Shocky Jacques-Louis","Shocky","Jacques-Louis","WR",780,2018,5,4,102,"Akron Zips",0.083
"823",2022,57246,"Johnnie Lang","Johnnie","Lang","HB",346,2017,6,5,113,"Arkansas State Red Wolves",0.201
"824",2022,61237,"Quian Williams","Quian","Williams","WR",849,2017,6,5,126,"Buffalo Bulls",-0.053
"825",2022,61272,"Trey Blount","Trey","Blount","WR",28,2017,6,5,136,"Charlotte 49ers",-0.009
"826",2022,84358,"Nigel Fitzgerald","Nigel","Fitzgerald","WR",74,2018,4,3,146,"Connecticut Huskies",-0.006
"827",2022,61806,"Ty Jones","Ty","Jones","WR",177,2017,6,5,169,"Fresno State Bulldogs",-0.089
"828",2022,123410,"Samuel Brown","Samuel","Brown","WR",511,2020,3,2,182,"Houston Cougars",-0.021
"829",2022,78779,"Terrance Greene Jr.","Terrance","Greene Jr.","WR",424,2018,5,4,197,"James Madison Dukes",0.054
"830",2022,61494,"Kade Warner","Kade","Warner","WR",784,2017,6,5,199,"Kansas State Wildcats",0.041
"831",2022,78108,"John Stephens Jr.","John","Stephens Jr.","WR",267,2018,5,4,207,"Louisiana Ragin' Cajuns",0.032
"832",2022,84529,"Rico Arnold","Rico","Arnold","WR",147,2018,5,4,216,"Massachusetts Minutemen",-0.014
"833",2022,99248,"Trey Palmer","Trey","Palmer","WR",515,2019,4,3,238,"Nebraska Cornhuskers",0.12
"834",2022,63709,"Spencer Curtis","Spencer","Curtis","WR",543,2017,5,4,239,"Nevada Wolf Pack",-0.11
"835",2022,152307,"Jordan Smart","Jordan","Smart","WR",225,2021,2,1,251,"North Texas Mean Green",0.003
"836",2022,84180,"Shemar Thornton","Shemar","Thornton","WR",288,2018,5,4,254,"Northern Illinois Huskies",0.073
"837",2022,61793,"James Bostic","James","Bostic","WR",630,2017,6,5,259,"Ohio Bobcats",0.081
"838",2022,88315,"Sam Wiglusz","Sam","Wiglusz","WR",719,2018,5,4,259,"Ohio Bobcats",0.142
"839",2022,124207,"JJ Hester","JJ","Hester","WR",54,2020,3,2,261,"Oklahoma Sooners",-0.006
"840",2022,123470,"Mitchell Tinsley","Mitchell","Tinsley","WR",688,2020,3,2,266,"Penn State Nittany Lions",0.009
"841",2022,98847,"Bub Means","Bub","Means","WR",523,2019,4,3,268,"Pittsburgh Panthers",-0.102
"842",2022,145598,"Konata Mumpfield","Konata","Mumpfield","WR",658,2021,2,1,268,"Pittsburgh Panthers",0.059
"843",2022,121708,"Tyson Thompson","Tyson","Thompson","WR",25,2020,3,2,275,"Rice Owls",-0.011
"844",2022,78030,"Sean Ryan","Sean","Ryan","WR",430,2018,5,4,278,"Rutgers Scarlet Knights",0.066
"845",2022,70363,"Isaac Jernagin","Isaac","Jernagin","WR",49,2020,2,1,285,"San Jose State Spartans",-0.02
"846",2022,97855,"Charles Ross","Charles","Ross","WR",203,2019,4,3,285,"San Jose State Spartans",0.012
"847",2022,151787,"Oakley Coleman","Oakley","Coleman","WR",12,2021,2,1,288,"South Alabama Jaguars",-0.002
"848",2022,62988,"Adonicas Sanders","Adonicas","Sanders","WR",406,2017,6,5,306,"Temple Owls",0.075
"849",2022,78155,"Julian Ortega-Jones","Julian","Ortega-Jones","WR",308,2018,5,4,314,"Texas State Bobcats",0.006
"850",2022,74501,"Isaiah Holiness","Isaiah","Holiness","WR",56,2019,4,3,216,"Massachusetts Minutemen",0.003
"851",2022,78085,"Jaylon Robinson","Jaylon","Robinson","WR",113,2018,5,4,226,"Mississippi Rebels",-0.013
"852",2022,120861,"Odieu Hilaire","Odieu","Hilaire","WR",579,2019,4,3,122,"Bowling Green Falcons",-0.045
"853",2022,100660,"Ricky Pearsall","Ricky","Pearsall","WR",523,2019,4,3,163,"Florida Gators",0.242
"854",2022,84225,"Jacolby Hewitt","Jacolby","Hewitt","WR",108,2018,5,4,166,"Florida International Golden Panthers",-0.014
"855",2022,97270,"Mycah Pittman","Mycah","Pittman","WR",462,2019,4,3,167,"Florida State Seminoles",0.199
"856",2022,122413,"Bryan Robinson","Bryan","Robinson","WR",34,2020,3,2,214,"Marshall Thundering Herd",0.004
"857",2022,101745,"Julian Barnett","Julian","Barnett","CB",26,2019,4,3,218,"Memphis Tigers",0.017
"858",2022,131606,"LV Bunkley-Shelton","LV","Bunkley-Shelton","WR",133,2020,3,2,261,"Oklahoma Sooners",-0.049
"859",2022,123555,"Marquez Bell","Marquez","Bell","WR",92,2020,3,2,263,"Old Dominion Monarchs",-0.023
"860",2022,101634,"Luke McCaffrey","Luke","McCaffrey","WR",542,2019,4,3,275,"Rice Owls",0.095
"861",2022,72158,"Jake Bailey","Jake","Bailey","WR",169,2019,4,3,287,"SMU Mustangs",0.016
"862",2022,123112,"Moochie Dixon","Moochie","Dixon","WR",273,2020,3,2,287,"SMU Mustangs",0.183
"863",2022,84346,"Lawrence Keys III","Lawrence","Keys III","WR",294,2018,5,4,319,"Tulane Green Wave",0.433
"864",2022,129524,"DeaJaun McDougle","DeaJaun","McDougle","WR",288,2020,3,2,319,"Tulane Green Wave",-0.069
"865",2022,98848,"Kenney Solomon","Kenney","Solomon","CB",316,2019,4,3,320,"Tulsa Golden Hurricane",0.029
"866",2022,144464,"Titus Mokiao-Atimalala","Titus","Mokiao-Atimalala","WR",373,2021,2,1,324,"UCLA Bruins",0.064
"867",2022,129639,"Ricky White","Ricky","White","WR",717,2020,3,2,325,"UNLV Rebels",-0.185
"868",2022,61804,"Terrell Bynum","Terrell","Bynum","WR",290,2017,6,5,326,"USC Trojans",0.002
"869",2022,77951,"Malcolm Epps","Malcolm","Epps","TE",159,2018,5,4,326,"USC Trojans",0.008
"870",2022,144620,"Mario Williams","Mario","Williams","WR",574,2021,2,1,326,"USC Trojans",-0.102
"871",2022,84138,"Matthew Hill","Matthew","Hill","S",306,2018,5,4,327,"USF Bulls",-0.03
"872",2022,97398,"Khafre Brown","Khafre","Brown","WR",215,2019,4,3,327,"USF Bulls",-0.056
"873",2022,99564,"Yusuf Terry","Yusuf","Terry","WR",296,2019,4,3,327,"USF Bulls",-0.044
"874",2022,122137,"Ajou Ajou","Ajou","Ajou","WR",24,2020,3,2,327,"USF Bulls",-0.003
"875",2022,146268,"Lonyatta Alexander","Lonyatta","Alexander","WR",60,2021,2,1,340,"Washington Huskies",0.005
"876",2022,77969,"Tyler Harrell","Tyler","Harrell","WR",39,2018,5,4,103,"Alabama Crimson Tide",-0.002
"877",2022,144831,"Jordyn Williams","Jordyn","Williams","WR",14,2021,2,1,134,"Central Michigan Chippewas",-0.039
"878",2022,77996,"Dennis Smith","Dennis","Smith","WR",11,2018,5,4,160,"Eastern Michigan Eagles",-0.003
"879",2022,102567,"Tyler Hudson","Tyler","Hudson","WR",724,2019,4,3,210,"Louisville Cardinals",0.26
"880",2022,123302,"Gregory Clayton Jr.","Gregory","Clayton Jr.","WR",24,2020,3,2,211,"LSU Tigers",-0.003
"881",2022,146279,"Tommi Hill","Tommi","Hill","CB",303,2021,2,1,238,"Nebraska Cornhuskers",-0.019
"882",2022,129638,"Ian Stewart","Ian","Stewart","WR",140,2020,3,2,306,"Temple Owls",-0.01
"883",2022,151095,"Jacob Rodriguez","Jacob","Rodriguez","LB",153,2021,2,1,315,"Texas Tech Red Raiders",0.003
"884",2022,122902,"Jordan Johnson","Jordan","Johnson","WR",13,2020,3,2,323,"UCF Knights",-0.002
"885",2022,109801,"Ryan Cragun","Ryan","Cragun","WR",12,2019,3,2,324,"UCLA Bruins",-0.002
"886",2022,61291,"Tre'von Bradley","Tre'von","Bradley","WR",28,2017,6,5,331,"UTSA Roadrunners",-0.001
"887",2022,131671,"Chris Carpenter","Chris","Carpenter","WR",142,2020,3,2,331,"UTSA Roadrunners",-0.038
"888",2022,129707,"Will Nixon","Will","Nixon","HB",92,2020,3,2,340,"Washington Huskies",-0.022
"889",2022,133220,"Robert Ferrel","Robert","Ferrel","WR",446,2020,3,2,341,"Washington State Cougars",0.215
"890",2022,102956,"Kendall Abdur-Rahman","Kendall","Abdur-Rahman","WR",27,2019,4,3,346,"Western Kentucky Hilltoppers",-0.013
"891",2022,61777,"Bryan Thompson","Bryan","Thompson","WR",337,2017,6,5,110,"Arizona State Sun Devils",0.048
"892",2022,55196,"Chris Bacon","Chris","Bacon","S",847,2017,6,5,122,"Bowling Green Falcons",0.009
"893",2022,61173,"CJ Lewis","CJ","Lewis","WR",499,2017,6,5,122,"Bowling Green Falcons",-0.107
"894",2022,52319,"Randall St. Felix","Randall","St. Felix","WR",44,2017,6,5,166,"Florida International Golden Panthers",-0.002
"895",2022,143894,"Parker Self","Parker","Self","T",14,2021,2,1,174,"Georgia Southern Eagles",-0.002
"896",2022,144621,"Cody Jackson","Cody","Jackson","WR",34,2021,2,1,182,"Houston Cougars",-0.007
"897",2022,146413,"Joseph Manjack IV","Joseph","Manjack IV","WR",208,2021,2,1,182,"Houston Cougars",0.003
"898",2022,146930,"Andison Coby","Andison","Coby","WR",486,2021,2,1,190,"Indiana Hoosiers",-0.123
"899",2022,146058,"Tru Edwards","Tru","Edwards","WR",18,2021,2,1,208,"Louisiana Tech Bulldogs",-0.004
