"","season","player_id","offense","receiving"
"842",2020,101123,60.4,57.6
"843",2021,101123,77.4,77.5
"844",2022,101123,69.9,68.8
"845",2020,101125,70.1,70.4
"846",2021,101125,62.5,64.1
"847",2022,101125,69.2,70.4
"848",2020,101138,60.5,61.2
"849",2022,101138,70.1,70.7
"850",2021,101335,51.9,52.2
"851",2022,101335,56.4,54.9
"852",2020,101350,55.8,56.3
"853",2021,101350,71.4,72.2
"854",2022,101350,69.2,67.6
"855",2020,101351,53.6,53.4
"856",2021,101351,52,51.3
"857",2022,101351,63.5,57.6
"858",2020,101352,53.5,53.4
"859",2021,101352,56.3,57.2
"860",2020,101634,62.3,65
"861",2022,101634,77,77.4
"862",2021,101684,59.1,60.6
"863",2022,101684,64.4,63
"864",2020,101695,71,69.4
"865",2021,101695,57,52.6
"866",2022,101695,74,73.9
"867",2021,101696,46.2,58.2
"868",2022,101696,60.8,63.3
"869",2020,101701,55.5,55.4
"870",2021,101701,81.6,85.1
"871",2020,101706,50.8,49.6
"872",2021,101706,66.8,68.5
"873",2022,101706,73.2,72.4
"874",2020,101711,60.9,60
"875",2021,101711,64.3,64.2
"876",2022,101711,61.3,61.7
"877",2020,101712,62.2,58.7
"878",2022,101712,73.7,50.6
"879",2020,101735,76.6,78.9
"880",2021,101735,91.3,90.9
"881",2021,101738,55.6,56.1
"882",2022,101738,70.6,73.4
"883",2020,102524,65.9,66.6
"884",2021,102524,55.4,53.3
"885",2022,102524,58.4,58.3
"886",2021,102532,45.5,45.1
"887",2022,102532,53.9,54.1
"888",2020,102544,73.1,70.2
"889",2021,102544,60.9,59.6
"890",2020,102567,79.5,79.4
"891",2021,102567,84.2,86.7
"892",2022,102567,79.4,81.3
"893",2020,102587,59.6,62.1
"894",2021,102587,77,78.4
"895",2022,102587,88.6,89.6
"896",2020,102597,78.3,78.8
"897",2021,102597,90.5,90.6
"898",2020,102599,69.9,70.3
"899",2021,102599,58,56.7
"900",2020,102612,55.3,55.4
"901",2021,102612,60.3,62.5
"902",2022,102612,71.4,69.9
"903",2022,102634,55.7,55.6
"904",2021,102637,54.5,53.9
"905",2022,102637,77.8,78.7
"906",2020,102925,62.8,63.2
"907",2021,102925,80.3,80.5
"908",2022,102925,57.3,57.7
"909",2020,102929,66.2,67.7
"910",2021,102929,67.7,68.2
"911",2020,102935,46.1,46.9
"912",2022,102935,49.6,50.4
"913",2020,102956,55.6,57.2
"914",2021,102956,53.4,49.9
"915",2022,102956,53.2,53.2
"916",2021,103728,35.3,49.7
"917",2022,103728,54.7,57.5
"918",2021,103968,74.9,77.9
"919",2022,103968,60.2,59.7
"920",2020,104077,56.8,54.8
"921",2021,104077,53.5,53.3
"922",2022,104077,52,51.6
"923",2021,104083,58.4,59
"924",2021,104106,59.9,61.7
"925",2022,104106,62.7,62.1
"926",2020,104111,63.4,64.4
"927",2021,104111,63.8,63.4
"928",2022,104111,70.1,69.3
"929",2020,104182,57,53.8
"930",2021,104182,66.7,66.4
"931",2022,104182,58.7,59.8
"932",2021,104838,76.8,78.7
"933",2022,104838,57.8,58.5
"934",2020,104915,66.4,64.6
"935",2021,104915,50.7,52.5
"936",2022,104915,68.3,67.7
"937",2020,104919,60.7,64.2
"938",2021,104919,45.2,50.6
"939",2022,104919,59.1,60.4
"940",2020,105057,46.9,47.9
"941",2021,105057,65.1,62.5
"942",2022,105057,64.8,64.5
"943",2020,105693,63,64.1
"944",2021,105693,60,58.9
"945",2022,105693,50.1,51.6
"946",2020,105774,51,50.6
"947",2021,105774,60.8,62.2
"948",2022,105774,69.1,68.8
"949",2021,108535,76.2,78.5
"950",2022,108535,76.9,76.5
"951",2020,109107,55.6,46.5
"952",2021,109107,60.9,66.4
"953",2022,109107,67.4,71.5
"954",2020,109556,65.6,65.8
"955",2021,109556,47.2,46.2
"956",2022,109556,56.8,56.1
"957",2021,109671,53.6,53.4
"958",2022,109671,68.7,68
"959",2020,109748,72.4,71.4
"960",2021,109748,67.3,66.1
"961",2022,109748,67,68.1
"962",2021,109801,73.5,73.6
"963",2022,109801,57.1,57.1
"964",2020,109823,63.9,63.8
"965",2021,109823,74.5,74.2
"966",2022,109823,72,72.2
"967",2021,109829,75.6,76.7
"968",2022,109829,69.4,70.3
"969",2021,109834,55.9,56
"970",2022,109834,61.4,58.7
"971",2020,109850,56.7,58.7
"972",2021,109850,55,54.4
"973",2020,109855,59.9,60.2
"974",2022,109855,59.1,59.3
"975",2021,109863,68.1,66.3
"976",2022,109863,62.5,62.3
"977",2022,109874,56.3,57.2
"978",2021,111283,73,72.3
"979",2022,111283,65.5,63.9
"980",2020,120861,69,70.6
"981",2021,120861,78.7,79.1
"982",2022,120861,68.7,68.8
"983",2021,121466,55.5,55
"984",2022,121466,78.6,75.4
"985",2020,121473,66.9,65.9
"986",2021,121473,62.8,61.8
"987",2022,121473,66.6,69.4
"988",2020,121539,87.8,87.2
"989",2021,121539,65.5,66.5
"990",2022,121539,82,80.7
"991",2020,121645,49.8,50.1
"992",2022,121645,54.8,55.3
"993",2020,121707,65,65.6
"994",2021,121707,54.6,55.3
"995",2020,121708,70,69.3
"996",2021,121708,68.7,71
"997",2022,121708,47.7,47.9
"998",2020,122137,54.2,52.3
"999",2021,122137,51.8,52.1
"1000",2022,122137,54.6,54.8
"1001",2022,122232,53.2,53
"1002",2021,122338,55.4,54.3
"1003",2022,122338,70,66
"1004",2020,122413,53.4,49.6
"1005",2022,122413,70.3,71.9
"1006",2020,122548,56.7,56.7
"1007",2022,122548,63.7,63.1
"1008",2020,122560,53.6,55.7
"1009",2021,122560,51.8,51.6
"1010",2022,122560,70.8,69.8
"1011",2021,122572,55.2,55.5
"1012",2020,122646,74.1,73.3
"1013",2021,122646,63.8,62
"1014",2022,122646,62.8,59.7
"1015",2020,122707,57.6,58.3
"1016",2021,122707,51.5,52.1
"1017",2022,122707,61.1,58.2
"1018",2020,122730,66.3,65.2
"1019",2021,122730,66.4,66.3
"1020",2022,122730,57.2,58.3
"1021",2021,122834,55.4,55.3
"1022",2022,122834,65,63.3
"1023",2020,122902,48.4,55.4
"1024",2021,122902,48.1,47.1
"1025",2022,122902,54.7,55.2
"1026",2020,123000,69.1,70.5
"1027",2021,123000,88.8,88.6
"1028",2022,123000,81.5,82.4
"1029",2020,123063,61.2,60.7
"1030",2021,123063,58.2,54.9
"1031",2020,123112,72.3,71.6
"1032",2021,123112,62.5,62.4
"1033",2022,123112,75.9,77.4
"1034",2020,123153,58.1,58.9
"1035",2021,123153,66.8,67.8
"1036",2022,123153,66.2,65.8
"1037",2022,123215,60.3,61.7
"1038",2022,123302,56.9,56.1
"1039",2020,123410,63.3,60.9
"1040",2021,123410,71.4,67.7
"1041",2022,123410,64,65.1
"1042",2020,123470,64.9,63.5
"1043",2021,123470,79,80.8
"1044",2022,123470,67.6,67.2
"1045",2020,123515,70.7,73.3
"1046",2021,123515,78.2,79
"1047",2022,123515,70.7,68.7
"1048",2021,123555,56.6,57.2
"1049",2022,123555,55,54.9
"1050",2020,123695,56.8,57.1
"1051",2022,123695,65.1,63.7
"1052",2020,123740,53.8,53.7
"1053",2021,123740,65.4,65.6
"1054",2022,123740,67.7,66.7
"1055",2020,123767,73.7,53.4
"1056",2021,123767,47.7,46.4
"1057",2022,123767,54.5,56.2
"1058",2020,123904,54.6,55.2
"1059",2021,123904,73.5,76.3
"1060",2022,123904,72.4,71.9
"1061",2020,123978,79.6,77.9
"1062",2021,123978,72.9,71.9
"1063",2022,123978,55.5,56.4
"1064",2020,123989,63.4,60.8
"1065",2021,123989,76.2,78.8
"1066",2022,123989,69.6,71.1
"1067",2020,124017,62.5,62.4
"1068",2021,124017,70.8,72.1
"1069",2022,124017,71.6,73.6
"1070",2020,124036,57.1,57.4
"1071",2021,124036,43.6,44.7
"1072",2022,124036,66.3,66.7
"1073",2020,124085,58.6,58.3
"1074",2021,124085,53.7,54.8
"1075",2022,124085,67.2,67.1
"1076",2020,124104,62.2,62.7
"1077",2021,124104,64.8,64.9
"1078",2022,124104,54.5,57.4
"1079",2020,124173,55.3,56.5
"1080",2021,124173,58.2,58.8
"1081",2022,124173,76,77.4
"1082",2021,124207,59.5,59.8
"1083",2022,124207,52.2,55.2
"1084",2020,124211,55.9,56.3
"1085",2021,124211,55.2,56.8
"1086",2022,124211,64.3,62.9
"1087",2020,124228,48,50.8
"1088",2021,124228,62.5,56.3
"1089",2022,124228,54.7,54.6
"1090",2020,124250,50.3,50.8
"1091",2021,124250,70.4,69.6
"1092",2022,124250,60.7,60.7
"1093",2021,124269,56.8,58.3
"1094",2020,124303,63.1,66.1
"1095",2021,124303,75.2,76
"1096",2022,124303,72,74.1
"1097",2021,126530,55.8,56.4
"1098",2022,126530,63.2,62.9
"1099",2021,127298,50.8,50.3
"1100",2022,127298,58,57.3
"1101",2022,128216,46.5,48.5
"1102",2020,128232,70.5,70.2
"1103",2021,128232,69,68.9
"1104",2022,128232,78.9,79.9
"1105",2021,129427,79.4,79
"1106",2022,129427,56.9,57.3
"1107",2020,129503,79.6,76.3
"1108",2021,129503,57.2,56.5
"1109",2022,129503,63.8,63
"1110",2020,129524,63.7,63.2
"1111",2021,129524,65.9,65.2
"1112",2022,129524,58.8,58.8
"1113",2020,129552,73.8,72.3
"1114",2021,129552,65.7,66.8
"1115",2022,129552,31.9,46.6
"1116",2021,129638,57.3,57
"1117",2022,129638,60.4,64.6
"1118",2020,129639,64.8,64.7
"1119",2022,129639,65.2,63.8
"1120",2022,129648,55.4,53.1
"1121",2020,129688,58.2,57.8
"1122",2021,129688,55.8,55.6
"1123",2021,129707,60.1,56.6
"1124",2022,129707,59,55.8
"1125",2020,129807,51.8,52.3
"1126",2021,129807,78.1,84.3
"1127",2022,129807,61.7,68
"1128",2020,129857,52.4,53.6
"1129",2021,129857,47.4,47.5
"1130",2022,129857,58.3,57.6
"1131",2020,130313,63.8,62.9
"1132",2021,130313,56.4,56.3
"1133",2022,130313,65.7,65.3
"1134",2020,130321,56.7,56.5
"1135",2022,130321,70.8,71.3
"1136",2022,130373,61.5,61.3
"1137",2020,130513,44.7,44.5
"1138",2021,130513,55.1,54.5
"1139",2022,130513,60.4,62.3
"1140",2020,131606,58.7,58
"1141",2021,131606,69,69.6
"1142",2022,131606,55.1,54
"1143",2022,131670,42.6,48.6
"1144",2021,131671,55.7,57.1
"1145",2022,131671,52.9,54.2
"1146",2020,131692,54.5,53.9
"1147",2021,131692,68.9,67.4
"1148",2022,131692,72.2,72
"1149",2022,131874,46,46.8
"1150",2021,131910,51.4,51.2
"1151",2020,131934,61,60.7
"1152",2021,131934,69.9,72.3
"1153",2022,131934,82.8,83.2
"1154",2020,132437,54.3,51.9
"1155",2021,132437,55.3,56.1
"1156",2022,132437,60.3,59.7
"1157",2020,132453,57.1,57.8
"1158",2022,132453,57.9,59.4
"1159",2020,133220,78.8,79
"1160",2021,133220,72.8,73.5
"1161",2022,133220,70,71.3
"1162",2020,136888,57.5,59.2
"1163",2021,136888,87.9,88.4
"1164",2022,136888,68.8,68.8
"1165",2020,138286,57.3,57.4
"1166",2020,138470,85.1,85.7
"1167",2021,138470,79.5,81.8
"1168",2022,138470,71.7,74.5
"1169",2020,138481,62.1,61.8
"1170",2021,138481,74.5,73.6
"1171",2022,138481,53,52.8
"1172",2020,138482,73.9,73.1
"1173",2021,138482,59.5,59
"1174",2022,138482,59.4,59
"1175",2021,138516,52.3,52.6
"1176",2022,138516,55.3,53.7
"1177",2020,139413,59.1,59.9
"1178",2022,139413,83.6,81.6
"1179",2020,139419,72.4,72.4
"1180",2021,139419,51,53.5
"1181",2022,139419,58,59.3
"1182",2020,141304,58.5,59.5
"1183",2021,141304,69.4,69.8
"1184",2022,141304,68.5,69.4
"1185",2021,141663,56.3,55.9
"1186",2022,141663,51.6,51.5
"1187",2020,141733,52.3,54.7
"1188",2021,141733,61.9,61.3
"1189",2022,141733,55.8,56
"1190",2020,141754,61.7,57.1
"1191",2022,141754,62.3,61.7
"1192",2020,141919,62,64.3
"1193",2021,141919,59.8,59.9
"1194",2022,141919,62.8,63.5
"1195",2020,142605,68.9,68.3
"1196",2021,142605,62,62.7
"1197",2021,143094,58.3,58.4
"1198",2022,143894,58,57.1
"1199",2022,144255,63.5,62.9
"1200",2021,144350,55.7,56.6
"1201",2022,144350,66,58.9
"1202",2021,144464,59.6,58.7
"1203",2022,144464,66.4,66.8
"1204",2021,144468,54.8,54.6
"1205",2022,144468,68,67.3
"1206",2021,144588,60.8,61.1
"1207",2022,144588,78.6,79.5
"1208",2021,144620,77.9,79.2
"1209",2022,144620,61.8,63.8
"1210",2021,144621,72.4,70.3
"1211",2022,144621,53.2,53
"1212",2022,144831,53.4,54.1
"1213",2021,145033,44,44.3
"1214",2022,145033,74.7,73.2
"1215",2020,145344,58.1,56
"1216",2021,145344,71.2,70.5
"1217",2022,145344,81.8,82.2
"1218",2021,145355,50.3,49.7
"1219",2022,145355,62.7,62.4
"1220",2021,145598,77.4,78.2
"1221",2022,145598,73.3,73.8
"1222",2021,145756,63.5,63.4
"1223",2022,145756,59.7,58.5
"1224",2021,146058,55.7,55.5
"1225",2022,146058,53.7,53.9
"1226",2021,146100,60.4,57.2
"1227",2022,146100,51.5,55.2
"1228",2022,146167,47.7,49.7
"1229",2022,146268,57.2,56.4
"1230",2022,146279,56,53.2
"1231",2022,146327,70.5,70.2
"1232",2021,146387,49.6,48.2
"1233",2022,146387,59,59.5
"1234",2021,146413,61.3,61.5
"1235",2022,146413,65.9,64.9
"1236",2021,146591,70,69.6
"1237",2022,146591,55.4,55.5
"1238",2021,146842,55.9,56.8
"1239",2022,146842,49.6,50.7
"1240",2021,146930,51.7,53.6
"1241",2022,146930,53.1,52.2
"1242",2021,147261,60.1,59.4
"1243",2021,147305,69.4,58.6
"1244",2022,147305,54.2,53.6
"1245",2021,147601,67,58.1
"1246",2021,147647,57.5,59.2
"1247",2022,147647,58,58.3
"1248",2022,147732,52.2,54.4
"1249",2021,148448,69.3,65.8
"1250",2022,148448,70.3,69.9
"1251",2021,148905,68.5,68.1
"1252",2022,148905,74.9,76
"1253",2021,149586,71,71.2
"1254",2022,149586,72.8,71.7
"1255",2021,149931,72.1,70.5
"1256",2022,149931,41.1,42.6
"1257",2021,150922,55.3,55.6
"1258",2022,150922,55.1,54.8
"1259",2021,151095,48.3,49.3
"1260",2021,151787,55.1,54.9
"1261",2022,151787,56,56
"1262",2021,152307,59.2,60.9
"1263",2022,152307,76.3,75.6
"1264",2021,152998,69.4,69.5
"1265",2022,152998,57.7,59
"1266",2021,154621,74.8,56.5
"1267",2022,154621,65.4,64.6
"1268",2022,154700,63.4,59.9
"1269",2021,154799,58.7,58.5
"1270",2022,154799,49.7,49.3
"1271",2021,155569,55.7,56.3
"1272",2022,155569,59,59.9
"1273",2021,155624,76.5,75.7
"1274",2022,155624,55.6,54.9
"1275",2020,158639,68.1,68.9
"1276",2021,158639,56.8,57.7
"1277",2022,158639,57.6,54.2
"1278",2021,163991,58.3,59.5
"1279",2022,163991,59.2,54.8
"1280",2020,165155,59.1,59.9
"1281",2021,165155,58,59.4
"1282",2022,165155,51.1,51.3
"1283",2021,167127,54.6,54.3
"1284",2022,167127,55,54.7
